x,y,z,seed,sum,runtime
0.0,15.0,15.0,4.0,30.0,2.3199998395284638e-05
0.0,15.0,15.0,5.0,30.0,4.950000220560469e-05
0.0,15.0,15.0,6.0,30.0,2.2400003217626363e-05
0.0,15.0,15.0,7.0,30.0,2.260000110254623e-05
0.0,15.0,15.0,8.0,30.0,3.0899998819222674e-05
0.0,15.0,15.0,9.0,30.0,2.269999822601676e-05
0.0,15.0,20.0,0.0,35.0,2.2799998987466097e-05
0.0,15.0,20.0,1.0,35.0,2.4599998141638935e-05
0.0,15.0,20.0,2.0,35.0,2.2000000171829015e-05
0.0,15.0,20.0,3.0,35.0,2.2599997464567423e-05
0.0,15.0,20.0,4.0,35.0,2.2000000171829015e-05
0.0,15.0,20.0,5.0,35.0,2.30999976338353e-05
0.0,15.0,20.0,6.0,35.0,2.5800000003073364e-05
0.0,15.0,20.0,7.0,35.0,2.229999881819822e-05
0.0,15.0,20.0,8.0,35.0,2.1600000764010474e-05
0.0,15.0,20.0,9.0,35.0,2.13999992411118e-05
0.0,15.0,25.0,0.0,40.0,2.4900000425986946e-05
0.0,15.0,25.0,1.0,40.0,2.1699997887481004e-05
0.0,15.0,25.0,2.0,40.0,2.2199998056748882e-05
0.0,15.0,25.0,3.0,40.0,2.479999966453761e-05
0.0,15.0,25.0,4.0,40.0,2.1899999410379678e-05
0.0,15.0,25.0,5.0,40.0,2.1200001356191933e-05
0.0,15.0,25.0,6.0,40.0,2.13999992411118e-05
0.0,15.0,25.0,7.0,40.0,2.1199997718213126e-05
0.0,15.0,25.0,8.0,40.0,2.179999864893034e-05
0.0,15.0,25.0,9.0,40.0,2.3600001441081986e-05
1.0,5.0,15.0,0.0,21.0,2.290000338689424e-05
1.0,5.0,15.0,1.0,21.0,2.1899999410379678e-05
1.0,5.0,15.0,2.0,21.0,2.3300002794712782e-05
1.0,5.0,15.0,3.0,21.0,2.2500000341096893e-05
1.0,5.0,15.0,4.0,21.0,2.479999966453761e-05
1.0,5.0,15.0,5.0,21.0,3.6699999327538535e-05
1.0,5.0,15.0,6.0,21.0,2.229999881819822e-05
1.0,5.0,15.0,7.0,21.0,2.3399999918183312e-05
1.0,5.0,15.0,8.0,21.0,2.179999864893034e-05
1.0,5.0,15.0,9.0,21.0,2.179999864893034e-05
1.0,5.0,20.0,0.0,26.0,2.390000008745119e-05
1.0,5.0,20.0,1.0,26.0,2.2700001863995567e-05
1.0,5.0,20.0,2.0,26.0,2.300000051036477e-05
1.0,5.0,20.0,3.0,26.0,2.1400002879090607e-05
1.0,5.0,20.0,4.0,26.0,2.2400003217626363e-05
1.0,5.0,20.0,5.0,26.0,2.1100000594742596e-05
1.0,5.0,20.0,6.0,26.0,2.2700001863995567e-05
1.0,5.0,20.0,7.0,26.0,2.3799999326001853e-05
1.0,5.0,20.0,8.0,26.0,2.1600000764010474e-05
1.0,5.0,20.0,9.0,26.0,2.5499997718725353e-05
1.0,5.0,25.0,0.0,31.0,2.179999864893034e-05
1.0,5.0,25.0,1.0,31.0,2.3399999918183312e-05
1.0,5.0,25.0,2.0,31.0,2.1400002879090607e-05
1.0,5.0,25.0,3.0,31.0,2.2099997295299545e-05
1.0,5.0,25.0,4.0,31.0,2.2000000171829015e-05
1.0,5.0,25.0,5.0,31.0,2.2500000341096893e-05
1.0,5.0,25.0,6.0,31.0,2.0399998902576044e-05
1.0,5.0,25.0,7.0,31.0,2.300000051036477e-05
1.0,5.0,25.0,8.0,31.0,2.3199998395284638e-05
1.0,5.0,25.0,9.0,31.0,2.13999992411118e-05
1.0,10.0,15.0,0.0,26.0,2.2700001863995567e-05
1.0,10.0,15.0,1.0,26.0,2.1800002286909148e-05
1.0,10.0,15.0,2.0,26.0,2.170000152545981e-05
1.0,10.0,15.0,3.0,26.0,2.479999966453761e-05
1.0,10.0,15.0,4.0,26.0,2.2300002456177026e-05
1.0,10.0,15.0,5.0,26.0,2.1100000594742596e-05
1.0,10.0,15.0,6.0,26.0,2.4099997972371057e-05
1.0,10.0,15.0,7.0,26.0,3.469999865046702e-05
1.0,10.0,15.0,8.0,26.0,3.3700001949910074e-05
1.0,10.0,15.0,9.0,26.0,2.3299999156733975e-05
1.0,10.0,20.0,0.0,31.0,2.3200002033263445e-05
1.0,10.0,20.0,1.0,31.0,2.170000152545981e-05
1.0,10.0,20.0,2.0,31.0,2.229999881819822e-05
1.0,10.0,20.0,3.0,31.0,2.1899999410379678e-05
1.0,10.0,20.0,4.0,31.0,2.6300000172341242e-05
1.0,10.0,20.0,5.0,31.0,2.2500000341096893e-05
1.0,10.0,20.0,6.0,31.0,3.930000093532726e-05
1.0,10.0,20.0,7.0,31.0,2.2399999579647556e-05
1.0,10.0,20.0,8.0,31.0,2.359999780310318e-05
1.0,10.0,20.0,9.0,31.0,3.18000020342879e-05
1.0,10.0,25.0,0.0,36.0,2.3399999918183312e-05
1.0,10.0,25.0,1.0,36.0,2.7999998565064743e-05
1.0,10.0,25.0,2.0,36.0,2.2100000933278352e-05
1.0,10.0,25.0,3.0,36.0,2.2899999748915434e-05
1.0,10.0,25.0,4.0,36.0,2.090000270982273e-05
1.0,10.0,25.0,5.0,36.0,2.3100001271814108e-05
1.0,10.0,25.0,6.0,36.0,2.2300002456177026e-05
1.0,10.0,25.0,7.0,36.0,2.1500000002561137e-05
1.0,10.0,25.0,8.0,36.0,2.3799999326001853e-05
1.0,10.0,25.0,9.0,36.0,2.8200000087963417e-05
1.0,15.0,15.0,0.0,31.0,2.1699997887481004e-05
1.0,15.0,15.0,1.0,31.0,2.2999996872385964e-05
1.0,15.0,15.0,2.0,31.0,2.1800002286909148e-05
1.0,15.0,15.0,3.0,31.0,2.2999996872385964e-05
1.0,15.0,15.0,4.0,31.0,2.1199997718213126e-05
1.0,15.0,15.0,5.0,31.0,2.1500000002561137e-05
1.0,15.0,15.0,6.0,31.0,2.4100001610349864e-05
1.0,15.0,15.0,7.0,31.0,2.2100000933278352e-05
1.0,15.0,15.0,8.0,31.0,2.1600000764010474e-05
1.0,15.0,15.0,9.0,31.0,2.1100000594742596e-05
1.0,15.0,20.0,0.0,36.0,2.1800002286909148e-05
1.0,15.0,20.0,1.0,36.0,2.229999881819822e-05
1.0,15.0,20.0,2.0,36.0,2.2000000171829015e-05
1.0,15.0,20.0,3.0,36.0,2.2399999579647556e-05
1.0,15.0,20.0,4.0,36.0,2.1800002286909148e-05
1.0,15.0,20.0,5.0,36.0,2.179999864893034e-05
1.0,15.0,20.0,6.0,36.0,3.680000008898787e-05
1.0,15.0,20.0,7.0,36.0,2.2500000341096893e-05
1.0,15.0,20.0,8.0,36.0,2.1699997887481004e-05
1.0,15.0,20.0,9.0,36.0,2.0600000425474718e-05
1.0,15.0,25.0,0.0,41.0,2.1800002286909148e-05
1.0,15.0,25.0,1.0,41.0,2.3100001271814108e-05
1.0,15.0,25.0,2.0,41.0,2.1500000002561137e-05
1.0,15.0,25.0,3.0,41.0,2.1500000002561137e-05
1.0,15.0,25.0,4.0,41.0,2.300000051036477e-05
1.0,15.0,25.0,5.0,41.0,2.1699997887481004e-05
1.0,15.0,25.0,6.0,41.0,2.390000008745119e-05
1.0,15.0,25.0,7.0,41.0,2.1200001356191933e-05
1.0,15.0,25.0,8.0,41.0,2.3399999918183312e-05
1.0,15.0,25.0,9.0,41.0,2.9299997549969703e-05
2.0,5.0,15.0,0.0,21.46288210284246,2.2199998056748882e-05
2.0,5.0,15.0,1.0,21.335168667797433,2.2400003217626363e-05
2.0,5.0,15.0,2.0,21.352843450680346,2.1500000002561137e-05
2.0,5.0,15.0,3.0,21.46489565287807,2.3600001441081986e-05
2.0,5.0,15.0,4.0,21.954811963443504,2.300000051036477e-05
2.0,5.0,15.0,5.0,21.1663438489569,2.1899999410379678e-05
2.0,5.0,15.0,6.0,21.85685370059135,2.1899999410379678e-05
2.0,5.0,15.0,7.0,21.054316696060887,2.2100000933278352e-05
2.0,5.0,15.0,8.0,21.83201257069835,2.1599997126031667e-05
2.0,5.0,15.0,9.0,21.007216731512273,2.30999976338353e-05
2.0,5.0,20.0,0.0,26.46288210284246,2.260000110254623e-05
2.0,5.0,20.0,1.0,26.335168667797433,5.660000169882551e-05
2.0,5.0,20.0,2.0,26.352843450680346,2.1899999410379678e-05
2.0,5.0,20.0,3.0,26.46489565287807,2.179999864893034e-05
2.0,5.0,20.0,4.0,26.954811963443504,2.2800002625444904e-05
2.0,5.0,20.0,5.0,26.1663438489569,2.1200001356191933e-05
2.0,5.0,20.0,6.0,26.85685370059135,2.3100001271814108e-05
2.0,5.0,20.0,7.0,26.054316696060887,2.3700002202531323e-05
2.0,5.0,20.0,8.0,26.83201257069835,2.260000110254623e-05
2.0,5.0,20.0,9.0,26.007216731512273,2.2899999748915434e-05
2.0,5.0,25.0,0.0,31.46288210284246,2.1899999410379678e-05
2.0,5.0,25.0,1.0,31.335168667797433,2.350000067963265e-05
2.0,5.0,25.0,2.0,31.352843450680346,2.090000270982273e-05
2.0,5.0,25.0,3.0,31.46489565287807,2.399999721092172e-05
2.0,5.0,25.0,4.0,31.954811963443504,2.300000051036477e-05
2.0,5.0,25.0,5.0,31.1663438489569,2.3700002202531323e-05
2.0,5.0,25.0,6.0,31.85685370059135,2.1699997887481004e-05
2.0,5.0,25.0,7.0,31.054316696060887,2.170000152545981e-05
2.0,5.0,25.0,8.0,31.83201257069835,2.350000067963265e-05
2.0,5.0,25.0,9.0,31.007216731512273,2.1899999410379678e-05
2.0,10.0,15.0,0.0,26.462882102842464,2.0799998310394585e-05
2.0,10.0,15.0,1.0,26.335168667797433,2.1400002879090607e-05
2.0,10.0,15.0,2.0,26.352843450680346,2.2500000341096893e-05
2.0,10.0,15.0,3.0,26.46489565287807,2.229999881819822e-05
2.0,10.0,15.0,4.0,26.954811963443504,4.769999941345304e-05
2.0,10.0,15.0,5.0,26.1663438489569,2.2500000341096893e-05
2.0,10.0,15.0,6.0,26.85685370059135,2.1899999410379678e-05
2.0,10.0,15.0,7.0,26.054316696060887,2.3100001271814108e-05
2.0,10.0,15.0,8.0,26.83201257069835,2.1800002286909148e-05
2.0,10.0,15.0,9.0,26.007216731512273,2.1600000764010474e-05
2.0,10.0,20.0,0.0,31.462882102842464,2.2700001863995567e-05
2.0,10.0,20.0,1.0,31.335168667797433,2.269999822601676e-05
2.0,10.0,20.0,2.0,31.352843450680346,2.1699997887481004e-05
2.0,10.0,20.0,3.0,31.46489565287807,2.2700001863995567e-05
2.0,10.0,20.0,4.0,31.954811963443504,2.260000110254623e-05
2.0,10.0,20.0,5.0,31.1663438489569,2.3200002033263445e-05
2.0,10.0,20.0,6.0,31.85685370059135,2.3799999326001853e-05
2.0,10.0,20.0,7.0,31.054316696060887,2.2000000171829015e-05
2.0,10.0,20.0,8.0,31.83201257069835,2.260000110254623e-05
2.0,10.0,20.0,9.0,31.007216731512273,2.220000169472769e-05
2.0,10.0,25.0,0.0,36.462882102842464,2.1600000764010474e-05
2.0,10.0,25.0,1.0,36.33516866779743,2.2500000341096893e-05
2.0,10.0,25.0,2.0,36.352843450680346,2.1500000002561137e-05
2.0,10.0,25.0,3.0,36.46489565287807,2.2500000341096893e-05
2.0,10.0,25.0,4.0,36.954811963443504,2.769999991869554e-05
2.0,10.0,25.0,5.0,36.1663438489569,2.2199998056748882e-05
2.0,10.0,25.0,6.0,36.85685370059135,2.4900000425986946e-05
2.0,10.0,25.0,7.0,36.05431669606089,2.2099997295299545e-05
2.0,10.0,25.0,8.0,36.83201257069835,2.2700001863995567e-05
2.0,10.0,25.0,9.0,36.00721673151227,2.2999996872385964e-05
2.0,15.0,15.0,0.0,31.46288210284246,2.2500000341096893e-05
2.0,15.0,15.0,1.0,31.335168667797436,2.229999881819822e-05
2.0,15.0,15.0,2.0,31.352843450680346,2.1899999410379678e-05
2.0,15.0,15.0,3.0,31.46489565287807,2.4000000848900527e-05
2.0,15.0,15.0,4.0,31.954811963443504,2.2000000171829015e-05
2.0,15.0,15.0,5.0,31.1663438489569,2.4000000848900527e-05
2.0,15.0,15.0,6.0,31.85685370059135,2.469999890308827e-05
2.0,15.0,15.0,7.0,31.054316696060887,2.2700001863995567e-05
2.0,15.0,15.0,8.0,31.83201257069835,2.2500000341096893e-05
2.0,15.0,15.0,9.0,31.007216731512273,3.569999898900278e-05
2.0,15.0,20.0,0.0,36.46288210284246,2.340000355616212e-05
2.0,15.0,20.0,1.0,36.33516866779743,2.2399999579647556e-05
2.0,15.0,20.0,2.0,36.352843450680346,2.2399999579647556e-05
2.0,15.0,20.0,3.0,36.46489565287807,2.300000051036477e-05
2.0,15.0,20.0,4.0,36.954811963443504,2.479999966453761e-05
2.0,15.0,20.0,5.0,36.1663438489569,2.2800002625444904e-05
2.0,15.0,20.0,6.0,36.85685370059135,2.439999661874026e-05
2.0,15.0,20.0,7.0,36.05431669606089,2.7399997634347528e-05
2.0,15.0,20.0,8.0,36.83201257069835,2.2700001863995567e-05
2.0,15.0,20.0,9.0,36.00721673151227,2.9099999665049836e-05
2.0,15.0,25.0,0.0,41.46288210284246,2.3799999326001853e-05
2.0,15.0,25.0,1.0,41.33516866779743,2.4100001610349864e-05
2.0,15.0,25.0,2.0,41.352843450680346,2.5000001187436283e-05
2.0,15.0,25.0,3.0,41.46489565287807,2.2100000933278352e-05
2.0,15.0,25.0,4.0,41.954811963443504,2.359999780310318e-05
2.0,15.0,25.0,5.0,41.1663438489569,2.1899999410379678e-05
2.0,15.0,25.0,6.0,41.85685370059135,2.2300002456177026e-05
2.0,15.0,25.0,7.0,41.05431669606089,2.2500000341096893e-05
2.0,15.0,25.0,8.0,41.83201257069835,2.2399999579647556e-05
2.0,15.0,25.0,9.0,41.00721673151227,2.2500000341096893e-05
3.0,5.0,15.0,0.0,21.827471394292857,2.099999983329326e-05
3.0,5.0,15.0,1.0,21.581139040492957,2.2199998056748882e-05
3.0,5.0,15.0,2.0,21.614441953429434,2.1800002286909148e-05
3.0,5.0,15.0,3.0,21.83145978272412,2.1500000002561137e-05
3.0,5.0,15.0,4.0,22.893280167794728,2.2099997295299545e-05
3.0,5.0,15.0,5.0,21.276196826486952,3.0100000003585592e-05
3.0,5.0,15.0,6.0,22.666874358535388,2.2399999579647556e-05
3.0,5.0,15.0,7.0,21.08744751900875,2.2500000341096893e-05
3.0,5.0,15.0,8.0,22.61054829814961,2.7300000510876998e-05
3.0,5.0,15.0,9.0,21.011462368163897,2.1699997887481004e-05
3.0,5.0,20.0,0.0,26.827471394292857,2.3799999326001853e-05
3.0,5.0,20.0,1.0,26.581139040492957,2.2000000171829015e-05
3.0,5.0,20.0,2.0,26.614441953429434,2.260000110254623e-05
3.0,5.0,20.0,3.0,26.83145978272412,2.2899999748915434e-05
3.0,5.0,20.0,4.0,27.893280167794728,2.1899999410379678e-05
3.0,5.0,20.0,5.0,26.276196826486952,2.2799998987466097e-05
3.0,5.0,20.0,6.0,27.666874358535388,2.769999991869554e-05
3.0,5.0,20.0,7.0,26.08744751900875,2.2700001863995567e-05
3.0,5.0,20.0,8.0,27.61054829814961,2.220000169472769e-05
3.0,5.0,20.0,9.0,26.011462368163897,2.3699998564552516e-05
3.0,5.0,25.0,0.0,31.827471394292857,2.3699998564552516e-05
3.0,5.0,25.0,1.0,31.581139040492957,2.229999881819822e-05
3.0,5.0,25.0,2.0,31.614441953429434,2.2100000933278352e-05
3.0,5.0,25.0,3.0,31.83145978272412,2.3600001441081986e-05
3.0,5.0,25.0,4.0,32.89328016779473,2.1200001356191933e-05
3.0,5.0,25.0,5.0,31.276196826486952,2.229999881819822e-05
3.0,5.0,25.0,6.0,32.66687435853539,2.2700001863995567e-05
3.0,5.0,25.0,7.0,31.08744751900875,2.1600000764010474e-05
3.0,5.0,25.0,8.0,32.61054829814961,6.379999831551686e-05
3.0,5.0,25.0,9.0,31.011462368163897,2.3799999326001853e-05
3.0,10.0,15.0,0.0,26.827471394292857,2.3199998395284638e-05
3.0,10.0,15.0,1.0,26.581139040492957,2.479999966453761e-05
3.0,10.0,15.0,2.0,26.614441953429434,2.3399999918183312e-05
3.0,10.0,15.0,3.0,26.83145978272412,2.269999822601676e-05
3.0,10.0,15.0,4.0,27.893280167794728,2.42000023717992e-05
3.0,10.0,15.0,5.0,26.276196826486952,2.2100000933278352e-05
3.0,10.0,15.0,6.0,27.666874358535388,2.8599999495781958e-05
3.0,10.0,15.0,7.0,26.08744751900875,3.300000025774352e-05
3.0,10.0,15.0,8.0,27.61054829814961,3.279999873484485e-05
3.0,10.0,15.0,9.0,26.011462368163897,3.239999932702631e-05
3.0,10.0,20.0,0.0,31.827471394292857,2.2399999579647556e-05
3.0,10.0,20.0,1.0,31.581139040492957,2.269999822601676e-05
3.0,10.0,20.0,2.0,31.614441953429434,2.3700002202531323e-05
3.0,10.0,20.0,3.0,31.83145978272412,2.979999771923758e-05
3.0,10.0,20.0,4.0,32.89328016779473,2.220000169472769e-05
3.0,10.0,20.0,5.0,31.276196826486952,2.2799998987466097e-05
3.0,10.0,20.0,6.0,32.66687435853539,2.2899999748915434e-05
3.0,10.0,20.0,7.0,31.08744751900875,2.4100001610349864e-05
3.0,10.0,20.0,8.0,32.61054829814961,2.229999881819822e-05
3.0,10.0,20.0,9.0,31.011462368163897,2.3299999156733975e-05
3.0,10.0,25.0,0.0,36.82747139429286,2.350000067963265e-05
3.0,10.0,25.0,1.0,36.58113904049296,2.2300002456177026e-05
3.0,10.0,25.0,2.0,36.614441953429434,2.2500000341096893e-05
3.0,10.0,25.0,3.0,36.831459782724124,2.4599998141638935e-05
3.0,10.0,25.0,4.0,37.89328016779473,2.3600001441081986e-05
3.0,10.0,25.0,5.0,36.27619682648695,2.390000008745119e-05
3.0,10.0,25.0,6.0,37.66687435853539,2.3699998564552516e-05
3.0,10.0,25.0,7.0,36.08744751900875,2.2799998987466097e-05
3.0,10.0,25.0,8.0,37.61054829814961,2.2399999579647556e-05
3.0,10.0,25.0,9.0,36.0114623681639,2.260000110254623e-05
3.0,15.0,15.0,0.0,31.827471394292857,2.8800001018680632e-05
3.0,15.0,15.0,1.0,31.581139040492957,2.890000178012997e-05
3.0,15.0,15.0,2.0,31.614441953429434,2.2000000171829015e-05
3.0,15.0,15.0,3.0,31.83145978272412,2.2000000171829015e-05
3.0,15.0,15.0,4.0,32.89328016779473,2.1199997718213126e-05
3.0,15.0,15.0,5.0,31.276196826486952,2.1800002286909148e-05
3.0,15.0,15.0,6.0,32.66687435853539,2.290000338689424e-05
3.0,15.0,15.0,7.0,31.08744751900875,2.269999822601676e-05
3.0,15.0,15.0,8.0,32.61054829814961,2.260000110254623e-05
3.0,15.0,15.0,9.0,31.011462368163897,2.599999788799323e-05
3.0,15.0,20.0,0.0,36.82747139429286,2.550000135670416e-05
3.0,15.0,20.0,1.0,36.58113904049296,2.2799998987466097e-05
3.0,15.0,20.0,2.0,36.614441953429434,2.260000110254623e-05
3.0,15.0,20.0,3.0,36.831459782724124,3.850000211969018e-05
3.0,15.0,20.0,4.0,37.89328016779473,4.70000013592653e-05
3.0,15.0,20.0,5.0,36.27619682648695,2.300000051036477e-05
3.0,15.0,20.0,6.0,37.66687435853539,2.2199998056748882e-05
3.0,15.0,20.0,7.0,36.08744751900875,2.5099998310906813e-05
3.0,15.0,20.0,8.0,37.61054829814961,2.1900003048358485e-05
3.0,15.0,20.0,9.0,36.0114623681639,2.1899999410379678e-05
3.0,15.0,25.0,0.0,41.82747139429286,2.2599997464567423e-05
3.0,15.0,25.0,1.0,41.58113904049296,2.3699998564552516e-05
3.0,15.0,25.0,2.0,41.614441953429434,2.220000169472769e-05
3.0,15.0,25.0,3.0,41.831459782724124,2.2799998987466097e-05
3.0,15.0,25.0,4.0,42.89328016779473,2.2800002625444904e-05
3.0,15.0,25.0,5.0,41.27619682648695,1.9900002371286973e-05
3.0,15.0,25.0,6.0,42.66687435853539,2.1699997887481004e-05
3.0,15.0,25.0,7.0,41.08744751900875,2.1800002286909148e-05
3.0,15.0,25.0,8.0,42.61054829814961,2.359999780310318e-05
3.0,15.0,25.0,9.0,41.0114623681639,2.380000296398066e-05
4.0,5.0,15.0,0.0,22.140024046816784,3.229999856557697e-05
4.0,5.0,15.0,1.0,21.782675371467977,2.229999881819822e-05
4.0,5.0,15.0,2.0,21.83018540204871,2.2000000171829015e-05
4.0,5.0,15.0,3.0,22.145919273821065,2.1600000764010474e-05
4.0,5.0,15.0,4.0,23.821289812421846,2.3299999156733975e-05
4.0,5.0,15.0,5.0,21.36035797399959,2.2000000171829015e-05
4.0,5.0,15.0,6.0,23.4479056653998,2.3199998395284638e-05
4.0,5.0,15.0,7.0,21.11158369559275,2.429999949526973e-05
4.0,5.0,15.0,8.0,23.356270059196778,2.2899999748915434e-05
4.0,5.0,15.0,9.0,21.014485544238262,2.3600001441081986e-05
4.0,5.0,20.0,0.0,27.140024046816784,2.3199998395284638e-05
4.0,5.0,20.0,1.0,26.782675371467977,2.5499997718725353e-05
4.0,5.0,20.0,2.0,26.83018540204871,2.3699998564552516e-05
4.0,5.0,20.0,3.0,27.145919273821065,2.3600001441081986e-05
4.0,5.0,20.0,4.0,28.821289812421846,2.350000067963265e-05
4.0,5.0,20.0,5.0,26.36035797399959,2.350000067963265e-05
4.0,5.0,20.0,6.0,28.4479056653998,2.3700002202531323e-05
4.0,5.0,20.0,7.0,26.11158369559275,2.3399999918183312e-05
4.0,5.0,20.0,8.0,28.356270059196778,2.3200002033263445e-05
4.0,5.0,20.0,9.0,26.014485544238262,2.350000067963265e-05
4.0,5.0,25.0,0.0,32.140024046816784,2.1500000002561137e-05
4.0,5.0,25.0,1.0,31.782675371467977,2.1100000594742596e-05
4.0,5.0,25.0,2.0,31.83018540204871,2.2899999748915434e-05
4.0,5.0,25.0,3.0,32.145919273821065,2.2300002456177026e-05
4.0,5.0,25.0,4.0,33.821289812421846,2.220000169472769e-05
4.0,5.0,25.0,5.0,31.36035797399959,2.9999999242136255e-05
4.0,5.0,25.0,6.0,33.4479056653998,2.2500000341096893e-05
4.0,5.0,25.0,7.0,31.11158369559275,2.4100001610349864e-05
4.0,5.0,25.0,8.0,33.356270059196774,2.519999907235615e-05
4.0,5.0,25.0,9.0,31.014485544238262,2.2199998056748882e-05
4.0,10.0,15.0,0.0,27.140024046816784,2.380000296398066e-05
4.0,10.0,15.0,1.0,26.782675371467977,2.229999881819822e-05
4.0,10.0,15.0,2.0,26.83018540204871,2.2500000341096893e-05
4.0,10.0,15.0,3.0,27.145919273821065,2.2500000341096893e-05
4.0,10.0,15.0,4.0,28.821289812421846,2.4499997380189598e-05
4.0,10.0,15.0,5.0,26.36035797399959,2.170000152545981e-05
4.0,10.0,15.0,6.0,28.4479056653998,2.2799998987466097e-05
4.0,10.0,15.0,7.0,26.11158369559275,2.2899999748915434e-05
4.0,10.0,15.0,8.0,28.356270059196778,2.1600000764010474e-05
4.0,10.0,15.0,9.0,26.014485544238262,2.350000067963265e-05
4.0,10.0,20.0,0.0,32.140024046816784,2.1899999410379678e-05
4.0,10.0,20.0,1.0,31.782675371467977,2.2199998056748882e-05
4.0,10.0,20.0,2.0,31.83018540204871,2.1299998479662463e-05
4.0,10.0,20.0,3.0,32.145919273821065,2.2000000171829015e-05
4.0,10.0,20.0,4.0,33.821289812421846,2.1899999410379678e-05
4.0,10.0,20.0,5.0,31.36035797399959,2.2599997464567423e-05
4.0,10.0,20.0,6.0,33.4479056653998,2.2199998056748882e-05
4.0,10.0,20.0,7.0,31.11158369559275,2.1600000764010474e-05
4.0,10.0,20.0,8.0,33.356270059196774,2.0700001186924055e-05
4.0,10.0,20.0,9.0,31.014485544238262,2.3200002033263445e-05
4.0,10.0,25.0,0.0,37.140024046816784,2.2100000933278352e-05
