x,y,z,seed,sum,runtime
0.0,10.0,25.0,5.0,35.0,1.2999982573091984e-05
0.0,10.0,25.0,6.0,35.0,2.480007242411375e-05
0.0,10.0,25.0,7.0,35.0,1.3999990187585354e-05
0.0,10.0,25.0,8.0,35.0,1.079996582120657e-05
0.0,10.0,25.0,9.0,35.0,1.1200085282325745e-05
0.0,15.0,15.0,0.0,30.0,1.179997343569994e-05
0.0,15.0,15.0,1.0,30.0,1.6300007700920105e-05
0.0,15.0,15.0,2.0,30.0,1.4199991710484028e-05
0.0,15.0,15.0,3.0,30.0,1.4499993994832039e-05
0.0,15.0,15.0,4.0,30.0,1.0399962775409222e-05
0.0,15.0,15.0,5.0,30.0,1.6300007700920105e-05
0.0,15.0,15.0,6.0,30.0,1.550000160932541e-05
0.0,15.0,15.0,7.0,30.0,1.2199976481497288e-05
0.0,15.0,15.0,8.0,30.0,1.2499978765845299e-05
0.0,15.0,15.0,9.0,30.0,1.580000389367342e-05
0.0,15.0,20.0,0.0,35.0,1.3399985618889332e-05
0.0,15.0,20.0,1.0,35.0,1.0900082997977734e-05
0.0,15.0,20.0,2.0,35.0,1.0400079190731049e-05
0.0,15.0,20.0,3.0,35.0,1.300009898841381e-05
0.0,15.0,20.0,4.0,35.0,1.5400000847876072e-05
0.0,15.0,20.0,5.0,35.0,1.580000389367342e-05
0.0,15.0,20.0,6.0,35.0,1.209997572004795e-05
0.0,15.0,20.0,7.0,35.0,9.7999582067132e-06
0.0,15.0,20.0,8.0,35.0,1.7400016076862812e-05
0.0,15.0,20.0,9.0,35.0,1.6400008462369442e-05
0.0,15.0,25.0,0.0,40.0,1.2899981811642647e-05
0.0,15.0,25.0,1.0,40.0,1.279998105019331e-05
0.0,15.0,25.0,2.0,40.0,9.699957445263863e-06
0.0,15.0,25.0,3.0,40.0,1.6900012269616127e-05
0.0,15.0,25.0,4.0,40.0,1.4599994756281376e-05
0.0,15.0,25.0,5.0,40.0,1.079996582120657e-05
0.0,15.0,25.0,6.0,40.0,9.699957445263863e-06
0.0,15.0,25.0,7.0,40.0,1.859990879893303e-05
0.0,15.0,25.0,8.0,40.0,2.329994458705187e-05
0.0,15.0,25.0,9.0,40.0,1.610000617802143e-05
1.0,5.0,15.0,0.0,21.0,1.2899981811642647e-05
1.0,5.0,15.0,1.0,21.0,1.2199976481497288e-05
1.0,5.0,15.0,2.0,21.0,1.8699909560382366e-05
1.0,5.0,15.0,3.0,21.0,2.1600048057734966e-05
1.0,5.0,15.0,4.0,21.0,1.4299992471933365e-05
1.0,5.0,15.0,5.0,21.0,1.0699965059757233e-05
1.0,5.0,15.0,6.0,21.0,9.999959729611874e-06
1.0,5.0,15.0,7.0,21.0,1.6600009985268116e-05
1.0,5.0,15.0,8.0,21.0,1.580000389367342e-05
1.0,5.0,15.0,9.0,21.0,1.1100084520876408e-05
1.0,5.0,20.0,0.0,26.0,1.0800082236528397e-05
1.0,5.0,20.0,1.0,26.0,9.7999582067132e-06
1.0,5.0,20.0,2.0,26.0,1.8900027498602867e-05
1.0,5.0,20.0,3.0,26.0,1.479999627918005e-05
1.0,5.0,20.0,4.0,26.0,1.4499993994832039e-05
1.0,5.0,20.0,5.0,26.0,1.1199968867003918e-05
1.0,5.0,20.0,6.0,26.0,1.0499963536858559e-05
1.0,5.0,20.0,7.0,26.0,4.1100080125033855e-05
1.0,5.0,20.0,8.0,26.0,1.650000922381878e-05
1.0,5.0,20.0,9.0,26.0,1.3599987141788006e-05
1.0,5.0,25.0,0.0,31.0,1.2499978765845299e-05
1.0,5.0,25.0,1.0,31.0,1.9799917936325073e-05
1.0,5.0,25.0,2.0,31.0,1.4199991710484028e-05
1.0,5.0,25.0,3.0,31.0,1.1899974197149277e-05
1.0,5.0,25.0,4.0,31.0,1.0999967344105244e-05
1.0,5.0,25.0,5.0,31.0,2.389994915574789e-05
1.0,5.0,25.0,6.0,31.0,1.550000160932541e-05
1.0,5.0,25.0,7.0,31.0,1.2999982573091984e-05
1.0,5.0,25.0,8.0,31.0,1.109996810555458e-05
1.0,5.0,25.0,9.0,31.0,1.2800097465515137e-05
1.0,10.0,15.0,0.0,26.0,1.5400000847876072e-05
1.0,10.0,15.0,1.0,26.0,2.5900080800056458e-05
1.0,10.0,15.0,2.0,26.0,1.2899981811642647e-05
1.0,10.0,15.0,3.0,26.0,1.0100076906383038e-05
1.0,10.0,15.0,4.0,26.0,1.5400000847876072e-05
1.0,10.0,15.0,5.0,26.0,1.8000020645558834e-05
1.0,10.0,15.0,6.0,26.0,1.2599979527294636e-05
1.0,10.0,15.0,7.0,26.0,1.0999967344105244e-05
1.0,10.0,15.0,8.0,26.0,1.5400000847876072e-05
1.0,10.0,15.0,9.0,26.0,1.8300022929906845e-05
1.0,10.0,20.0,0.0,31.0,1.5499885194003582e-05
1.0,10.0,20.0,1.0,31.0,1.3999990187585354e-05
1.0,10.0,20.0,2.0,31.0,1.4899997040629387e-05
1.0,10.0,20.0,3.0,31.0,3.7199934013187885e-05
1.0,10.0,20.0,4.0,31.0,1.5900004655122757e-05
1.0,10.0,20.0,5.0,31.0,1.4699995517730713e-05
1.0,10.0,20.0,6.0,31.0,1.1899974197149277e-05
1.0,10.0,20.0,7.0,31.0,1.6300007700920105e-05
1.0,10.0,20.0,8.0,31.0,1.5400000847876072e-05
1.0,10.0,20.0,9.0,31.0,1.4499993994832039e-05
1.0,10.0,25.0,0.0,36.0,1.1899974197149277e-05
1.0,10.0,25.0,1.0,36.0,3.0399998649954796e-05
1.0,10.0,25.0,2.0,36.0,1.6200006939470768e-05
1.0,10.0,25.0,3.0,36.0,1.5099998563528061e-05
1.0,10.0,25.0,4.0,36.0,1.2699980288743973e-05
1.0,10.0,25.0,5.0,36.0,1.209997572004795e-05
1.0,10.0,25.0,6.0,36.0,2.7400092221796513e-05
1.0,10.0,25.0,7.0,36.0,1.5300000086426735e-05
1.0,10.0,25.0,8.0,36.0,1.1499971151351929e-05
1.0,10.0,25.0,9.0,36.0,1.1499971151351929e-05
1.0,15.0,15.0,0.0,31.0,1.1999974958598614e-05
1.0,15.0,15.0,1.0,31.0,2.219993621110916e-05
1.0,15.0,15.0,2.0,31.0,1.5400000847876072e-05
1.0,15.0,15.0,3.0,31.0,1.5400000847876072e-05
1.0,15.0,15.0,4.0,31.0,1.950003206729889e-05
1.0,15.0,15.0,5.0,31.0,1.4199991710484028e-05
1.0,15.0,15.0,6.0,31.0,1.1899974197149277e-05
1.0,15.0,15.0,7.0,31.0,9.09995287656784e-06
1.0,15.0,15.0,8.0,31.0,1.3599987141788006e-05
1.0,15.0,15.0,9.0,31.0,1.650000922381878e-05
1.0,15.0,20.0,0.0,36.0,1.3699987903237343e-05
1.0,15.0,20.0,1.0,36.0,1.0199961252510548e-05
1.0,15.0,20.0,2.0,36.0,9.699957445263863e-06
1.0,15.0,20.0,3.0,36.0,1.580000389367342e-05
1.0,15.0,20.0,4.0,36.0,1.5099998563528061e-05
1.0,15.0,20.0,5.0,36.0,1.0699965059757233e-05
1.0,15.0,20.0,6.0,36.0,9.499955922365189e-06
1.0,15.0,20.0,7.0,36.0,1.170008908957243e-05
1.0,15.0,20.0,8.0,36.0,2.6899971999228e-05
1.0,15.0,20.0,9.0,36.0,1.4299992471933365e-05
1.0,15.0,25.0,0.0,41.0,1.580000389367342e-05
1.0,15.0,25.0,1.0,41.0,1.0299962013959885e-05
1.0,15.0,25.0,2.0,41.0,9.400071576237679e-06
1.0,15.0,25.0,3.0,41.0,9.400071576237679e-06
1.0,15.0,25.0,4.0,41.0,2.1900050342082977e-05
1.0,15.0,25.0,5.0,41.0,1.4299992471933365e-05
1.0,15.0,25.0,6.0,41.0,1.2600095942616463e-05
1.0,15.0,25.0,7.0,41.0,1.1299969628453255e-05
1.0,15.0,25.0,8.0,41.0,1.650000922381878e-05
1.0,15.0,25.0,9.0,41.0,1.580000389367342e-05
2.0,5.0,15.0,0.0,21.46288210284246,1.0600080713629723e-05
2.0,5.0,15.0,1.0,21.335168667797433,1.1600088328123093e-05
2.0,5.0,15.0,2.0,21.352843450680346,4.020007327198982e-05
2.0,5.0,15.0,3.0,21.46489565287807,2.22999369725585e-05
2.0,5.0,15.0,4.0,21.954811963443504,1.5700003132224083e-05
2.0,5.0,15.0,5.0,21.1663438489569,1.0499963536858559e-05
2.0,5.0,15.0,6.0,21.85685370059135,9.70007386058569e-06
2.0,5.0,15.0,7.0,21.054316696060887,1.6300007700920105e-05
2.0,5.0,15.0,8.0,21.83201257069835,1.6300007700920105e-05
2.0,5.0,15.0,9.0,21.007216731512273,9.399955160915852e-06
2.0,5.0,20.0,0.0,26.46288210284246,1.0699965059757233e-05
2.0,5.0,20.0,1.0,26.335168667797433,1.6400008462369442e-05
2.0,5.0,20.0,2.0,26.352843450680346,1.6900012269616127e-05
2.0,5.0,20.0,3.0,26.46489565287807,1.8000020645558834e-05
2.0,5.0,20.0,4.0,26.954811963443504,1.4100107364356518e-05
2.0,5.0,20.0,5.0,26.1663438489569,1.2699980288743973e-05
2.0,5.0,20.0,6.0,26.85685370059135,1.4199991710484028e-05
2.0,5.0,20.0,7.0,26.054316696060887,2.1399930119514465e-05
2.0,5.0,20.0,8.0,26.83201257069835,1.379998866468668e-05
2.0,5.0,20.0,9.0,26.007216731512273,1.3199984095990658e-05
2.0,5.0,25.0,0.0,31.46288210284246,3.1400006264448166e-05
2.0,5.0,25.0,1.0,31.335168667797433,2.1600048057734966e-05
2.0,5.0,25.0,2.0,31.352843450680346,1.4500110410153866e-05
2.0,5.0,25.0,3.0,31.46489565287807,1.2899981811642647e-05
2.0,5.0,25.0,4.0,31.954811963443504,1.179997343569994e-05
2.0,5.0,25.0,5.0,31.1663438489569,1.580000389367342e-05
2.0,5.0,25.0,6.0,31.85685370059135,1.5199999324977398e-05
2.0,5.0,25.0,7.0,31.054316696060887,2.150004729628563e-05
2.0,5.0,25.0,8.0,31.83201257069835,2.159993164241314e-05
2.0,5.0,25.0,9.0,31.007216731512273,2.0999927073717117e-05
2.0,10.0,15.0,0.0,26.462882102842464,1.8400023691356182e-05
2.0,10.0,15.0,1.0,26.335168667797433,3.250001464039087e-05
2.0,10.0,15.0,2.0,26.352843450680346,1.6300007700920105e-05
2.0,10.0,15.0,3.0,26.46489565287807,1.4699995517730713e-05
2.0,10.0,15.0,4.0,26.954811963443504,3.77000542357564e-05
2.0,10.0,15.0,5.0,26.1663438489569,1.580000389367342e-05
2.0,10.0,15.0,6.0,26.85685370059135,1.2699980288743973e-05
2.0,10.0,15.0,7.0,26.054316696060887,1.2999982573091984e-05
2.0,10.0,15.0,8.0,26.83201257069835,2.0200037397444248e-05
2.0,10.0,15.0,9.0,26.007216731512273,1.2599979527294636e-05
2.0,10.0,20.0,0.0,31.462882102842464,1.6600009985268116e-05
2.0,10.0,20.0,1.0,31.335168667797433,1.2399978004395962e-05
2.0,10.0,20.0,2.0,31.352843450680346,1.5600002370774746e-05
2.0,10.0,20.0,3.0,31.46489565287807,1.610000617802143e-05
2.0,10.0,20.0,4.0,31.954811963443504,1.1399970389902592e-05
2.0,10.0,20.0,5.0,31.1663438489569,1.1100084520876408e-05
2.0,10.0,20.0,6.0,31.85685370059135,1.4899997040629387e-05
2.0,10.0,20.0,7.0,31.054316696060887,2.010003663599491e-05
2.0,10.0,20.0,8.0,31.83201257069835,1.4299992471933365e-05
2.0,10.0,20.0,9.0,31.007216731512273,1.1400086805224419e-05
2.0,10.0,25.0,0.0,36.462882102842464,1.009996049106121e-05
2.0,10.0,25.0,1.0,36.33516866779743,1.5700003132224083e-05
2.0,10.0,25.0,2.0,36.352843450680346,1.6300007700920105e-05
2.0,10.0,25.0,3.0,36.46489565287807,1.079996582120657e-05
2.0,10.0,25.0,4.0,36.954811963443504,1.0699965059757233e-05
2.0,10.0,25.0,5.0,36.1663438489569,1.5300000086426735e-05
2.0,10.0,25.0,6.0,36.85685370059135,3.1400006264448166e-05
2.0,10.0,25.0,7.0,36.05431669606089,1.5300000086426735e-05
2.0,10.0,25.0,8.0,36.83201257069835,1.4999997802078724e-05
2.0,10.0,25.0,9.0,36.00721673151227,1.5900004655122757e-05
2.0,15.0,15.0,0.0,31.46288210284246,1.5700003132224083e-05
2.0,15.0,15.0,1.0,31.335168667797436,1.1200085282325745e-05
2.0,15.0,15.0,2.0,31.352843450680346,1.0899966582655907e-05
2.0,15.0,15.0,3.0,31.46489565287807,1.4599994756281376e-05
2.0,15.0,15.0,4.0,31.954811963443504,1.5400000847876072e-05
2.0,15.0,15.0,5.0,31.1663438489569,1.1300086043775082e-05
2.0,15.0,15.0,6.0,31.85685370059135,1.170008908957243e-05
2.0,15.0,15.0,7.0,31.054316696060887,1.479999627918005e-05
2.0,15.0,15.0,8.0,31.83201257069835,1.6600009985268116e-05
2.0,15.0,15.0,9.0,31.007216731512273,1.0599964298307896e-05
2.0,15.0,20.0,0.0,36.46288210284246,9.899958968162537e-06
2.0,15.0,20.0,1.0,36.33516866779743,1.910002902150154e-05
2.0,15.0,20.0,2.0,36.352843450680346,1.5400000847876072e-05
2.0,15.0,20.0,3.0,36.46489565287807,1.680001150816679e-05
2.0,15.0,20.0,4.0,36.954811963443504,1.5600002370774746e-05
2.0,15.0,20.0,5.0,36.1663438489569,1.27000967040658e-05
2.0,15.0,20.0,6.0,36.85685370059135,1.1399970389902592e-05
2.0,15.0,20.0,7.0,36.05431669606089,1.4299992471933365e-05
2.0,15.0,20.0,8.0,36.83201257069835,2.0999927073717117e-05
2.0,15.0,20.0,9.0,36.00721673151227,1.5199999324977398e-05
2.0,15.0,25.0,0.0,41.46288210284246,1.0499963536858559e-05
2.0,15.0,25.0,1.0,41.33516866779743,1.3199984095990658e-05
2.0,15.0,25.0,2.0,41.352843450680346,1.550000160932541e-05
2.0,15.0,25.0,3.0,41.46489565287807,1.0999967344105244e-05
2.0,15.0,25.0,4.0,41.954811963443504,9.800074622035027e-06
2.0,15.0,25.0,5.0,41.1663438489569,9.999959729611874e-06
2.0,15.0,25.0,6.0,41.85685370059135,2.1700048819184303e-05
2.0,15.0,25.0,7.0,41.05431669606089,1.4599994756281376e-05
2.0,15.0,25.0,8.0,41.83201257069835,1.71000137925148e-05
2.0,15.0,25.0,9.0,41.00721673151227,1.550000160932541e-05
3.0,5.0,15.0,0.0,21.827471394292857,1.1299969628453255e-05
3.0,5.0,15.0,1.0,21.581139040492957,1.00000761449337e-05
3.0,5.0,15.0,2.0,21.614441953429434,1.5900004655122757e-05
3.0,5.0,15.0,3.0,21.83145978272412,1.4299992471933365e-05
3.0,5.0,15.0,4.0,22.893280167794728,1.0899966582655907e-05
3.0,5.0,15.0,5.0,21.276196826486952,9.899958968162537e-06
3.0,5.0,15.0,6.0,22.666874358535388,1.4899997040629387e-05
3.0,5.0,15.0,7.0,21.08744751900875,1.550000160932541e-05
3.0,5.0,15.0,8.0,22.61054829814961,1.0999967344105244e-05
3.0,5.0,15.0,9.0,21.011462368163897,1.1699972674250603e-05
3.0,5.0,20.0,0.0,26.827471394292857,1.5600002370774746e-05
3.0,5.0,20.0,1.0,26.581139040492957,1.5700003132224083e-05
3.0,5.0,20.0,2.0,26.614441953429434,1.580000389367342e-05
3.0,5.0,20.0,3.0,26.83145978272412,1.2699980288743973e-05
3.0,5.0,20.0,4.0,27.893280167794728,2.929999027401209e-05
3.0,5.0,20.0,5.0,26.276196826486952,2.529995981603861e-05
3.0,5.0,20.0,6.0,27.666874358535388,1.379998866468668e-05
3.0,5.0,20.0,7.0,26.08744751900875,1.1599971912801266e-05
3.0,5.0,20.0,8.0,27.61054829814961,1.3599987141788006e-05
3.0,5.0,20.0,9.0,26.011462368163897,1.5700003132224083e-05
3.0,5.0,25.0,0.0,31.827471394292857,1.2499978765845299e-05
3.0,5.0,25.0,1.0,31.581139040492957,1.3399985618889332e-05
3.0,5.0,25.0,2.0,31.614441953429434,1.6000005416572094e-05
3.0,5.0,25.0,3.0,31.83145978272412,1.6300007700920105e-05
3.0,5.0,25.0,4.0,32.89328016779473,1.2299977242946625e-05
3.0,5.0,25.0,5.0,31.276196826486952,1.1600088328123093e-05
3.0,5.0,25.0,6.0,32.66687435853539,1.2899981811642647e-05
3.0,5.0,25.0,7.0,31.08744751900875,1.7000013031065464e-05
3.0,5.0,25.0,8.0,32.61054829814961,1.2199976481497288e-05
3.0,5.0,25.0,9.0,31.011462368163897,1.0299962013959885e-05
3.0,10.0,15.0,0.0,26.827471394292857,1.1299969628453255e-05
3.0,10.0,15.0,1.0,26.581139040492957,1.6400008462369442e-05
3.0,10.0,15.0,2.0,26.614441953429434,1.1599971912801266e-05
3.0,10.0,15.0,3.0,26.83145978272412,1.1200085282325745e-05
3.0,10.0,15.0,4.0,27.893280167794728,1.580000389367342e-05
3.0,10.0,15.0,5.0,26.276196826486952,1.6400008462369442e-05
3.0,10.0,15.0,6.0,27.666874358535388,1.1399970389902592e-05
3.0,10.0,15.0,7.0,26.08744751900875,1.1199968867003918e-05
3.0,10.0,15.0,8.0,27.61054829814961,1.6200006939470768e-05
3.0,10.0,15.0,9.0,26.011462368163897,1.550000160932541e-05
3.0,10.0,20.0,0.0,31.827471394292857,1.0200077667832375e-05
3.0,10.0,20.0,1.0,31.581139040492957,9.300070814788342e-06
3.0,10.0,20.0,2.0,31.614441953429434,1.7000013031065464e-05
3.0,10.0,20.0,3.0,31.83145978272412,1.6000005416572094e-05
3.0,10.0,20.0,4.0,32.89328016779473,1.1899974197149277e-05
3.0,10.0,20.0,5.0,31.276196826486952,1.1199968867003918e-05
3.0,10.0,20.0,6.0,32.66687435853539,1.5600002370774746e-05
3.0,10.0,20.0,7.0,31.08744751900875,1.6000005416572094e-05
3.0,10.0,20.0,8.0,32.61054829814961,1.6300007700920105e-05
3.0,10.0,20.0,9.0,31.011462368163897,1.5600002370774746e-05
3.0,10.0,25.0,0.0,36.82747139429286,1.8900027498602867e-05
3.0,10.0,25.0,1.0,36.58113904049296,1.5900004655122757e-05
3.0,10.0,25.0,2.0,36.614441953429434,1.0500079952180386e-05
3.0,10.0,25.0,3.0,36.831459782724124,1.0100076906383038e-05
3.0,10.0,25.0,4.0,37.89328016779473,1.479999627918005e-05
3.0,10.0,25.0,5.0,36.27619682648695,1.71000137925148e-05
3.0,10.0,25.0,6.0,37.66687435853539,1.8600025214254856e-05
3.0,10.0,25.0,7.0,36.08744751900875,1.6000005416572094e-05
3.0,10.0,25.0,8.0,37.61054829814961,1.5199999324977398e-05
3.0,10.0,25.0,9.0,36.0114623681639,1.1299969628453255e-05
3.0,15.0,15.0,0.0,31.827471394292857,1.0699965059757233e-05
3.0,15.0,15.0,1.0,31.581139040492957,1.3199984095990658e-05
3.0,15.0,15.0,2.0,31.614441953429434,1.9000028260052204e-05
3.0,15.0,15.0,3.0,31.83145978272412,1.5400000847876072e-05
3.0,15.0,15.0,4.0,32.89328016779473,1.4399993233382702e-05
3.0,15.0,15.0,5.0,31.276196826486952,1.7600017599761486e-05
3.0,15.0,15.0,6.0,32.66687435853539,1.5099998563528061e-05
3.0,15.0,15.0,7.0,31.08744751900875,1.5900004655122757e-05
3.0,15.0,15.0,8.0,32.61054829814961,1.7600017599761486e-05
3.0,15.0,15.0,9.0,31.011462368163897,2.6499968953430653e-05
3.0,15.0,20.0,0.0,36.82747139429286,1.5099998563528061e-05
3.0,15.0,20.0,1.0,36.58113904049296,1.5700003132224083e-05
3.0,15.0,20.0,2.0,36.614441953429434,1.619989052414894e-05
3.0,15.0,20.0,3.0,36.831459782724124,2.459995448589325e-05
3.0,15.0,20.0,4.0,37.89328016779473,1.4199991710484028e-05
3.0,15.0,20.0,5.0,36.27619682648695,1.5199999324977398e-05
3.0,15.0,20.0,6.0,37.66687435853539,2.680008765310049e-05
3.0,15.0,20.0,7.0,36.08744751900875,1.6200006939470768e-05
3.0,15.0,20.0,8.0,37.61054829814961,1.5699886716902256e-05
3.0,15.0,20.0,9.0,36.0114623681639,1.780001912266016e-05
3.0,15.0,25.0,0.0,41.82747139429286,9.800074622035027e-06
3.0,15.0,25.0,1.0,41.58113904049296,1.4099990949034691e-05
3.0,15.0,25.0,2.0,41.614441953429434,1.580000389367342e-05
3.0,15.0,25.0,3.0,41.831459782724124,1.0699965059757233e-05
3.0,15.0,25.0,4.0,42.89328016779473,1.109996810555458e-05
3.0,15.0,25.0,5.0,41.27619682648695,1.9400031305849552e-05
3.0,15.0,25.0,6.0,42.66687435853539,1.650000922381878e-05
3.0,15.0,25.0,7.0,41.08744751900875,1.2899981811642647e-05
3.0,15.0,25.0,8.0,42.61054829814961,1.2599979527294636e-05
3.0,15.0,25.0,9.0,41.0114623681639,2.259993925690651e-05
4.0,5.0,15.0,0.0,22.140024046816784,2.7699978090822697e-05
4.0,5.0,15.0,1.0,21.782675371467977,1.7200014553964138e-05
4.0,5.0,15.0,2.0,21.83018540204871,1.880002673715353e-05
4.0,5.0,15.0,3.0,22.145919273821065,2.7699978090822697e-05
4.0,5.0,15.0,4.0,23.821289812421846,1.4499993994832039e-05
4.0,5.0,15.0,5.0,21.36035797399959,1.750001683831215e-05
4.0,5.0,15.0,6.0,23.4479056653998,1.4299992471933365e-05
4.0,5.0,15.0,7.0,21.11158369559275,1.0599964298307896e-05
4.0,5.0,15.0,8.0,23.356270059196778,1.1299969628453255e-05
4.0,5.0,15.0,9.0,21.014485544238262,1.6200006939470768e-05
4.0,5.0,20.0,0.0,27.140024046816784,1.550000160932541e-05
4.0,5.0,20.0,1.0,26.782675371467977,1.1399970389902592e-05
4.0,5.0,20.0,2.0,26.83018540204871,1.100008375942707e-05
4.0,5.0,20.0,3.0,27.145919273821065,1.7400016076862812e-05
4.0,5.0,20.0,4.0,28.821289812421846,1.5099998563528061e-05
4.0,5.0,20.0,5.0,26.36035797399959,1.079996582120657e-05
4.0,5.0,20.0,6.0,28.4479056653998,1.0200077667832375e-05
4.0,5.0,20.0,7.0,26.11158369559275,1.610000617802143e-05
4.0,5.0,20.0,8.0,28.356270059196778,1.550000160932541e-05
4.0,5.0,20.0,9.0,26.014485544238262,1.0899966582655907e-05
4.0,5.0,25.0,0.0,32.140024046816784,1.00000761449337e-05
4.0,5.0,25.0,1.0,31.782675371467977,1.5700003132224083e-05
4.0,5.0,25.0,2.0,31.83018540204871,2.010003663599491e-05
4.0,5.0,25.0,3.0,32.145919273821065,1.3699987903237343e-05
4.0,5.0,25.0,4.0,33.821289812421846,2.1399930119514465e-05
4.0,5.0,25.0,5.0,31.36035797399959,1.309998333454132e-05
4.0,5.0,25.0,6.0,33.4479056653998,1.2699980288743973e-05
4.0,5.0,25.0,7.0,31.11158369559275,1.1100084520876408e-05
4.0,5.0,25.0,8.0,33.356270059196774,1.8700025975704193e-05
4.0,5.0,25.0,9.0,31.014485544238262,2.4699955247342587e-05
4.0,10.0,15.0,0.0,27.140024046816784,1.1999974958598614e-05
4.0,10.0,15.0,1.0,26.782675371467977,1.1100084520876408e-05
4.0,10.0,15.0,2.0,26.83018540204871,1.750001683831215e-05
4.0,10.0,15.0,3.0,27.145919273821065,1.1500087566673756e-05
4.0,10.0,15.0,4.0,28.821289812421846,1.0600080713629723e-05
4.0,10.0,15.0,5.0,26.36035797399959,2.3399945348501205e-05
4.0,10.0,15.0,6.0,28.4479056653998,1.6600009985268116e-05
4.0,10.0,15.0,7.0,26.11158369559275,1.2899981811642647e-05
4.0,10.0,15.0,8.0,28.356270059196778,1.209997572004795e-05
4.0,10.0,15.0,9.0,26.014485544238262,1.079996582120657e-05
4.0,10.0,20.0,0.0,32.140024046816784,1.7200014553964138e-05
4.0,10.0,20.0,1.0,31.782675371467977,1.580000389367342e-05
4.0,10.0,20.0,2.0,31.83018540204871,1.6099889762699604e-05
4.0,10.0,20.0,3.0,32.145919273821065,1.00000761449337e-05
4.0,10.0,20.0,4.0,33.821289812421846,1.2199976481497288e-05
4.0,10.0,20.0,5.0,31.36035797399959,1.5199999324977398e-05
4.0,10.0,20.0,6.0,33.4479056653998,1.5400000847876072e-05
4.0,10.0,20.0,7.0,31.11158369559275,1.3200100511312485e-05
4.0,10.0,20.0,8.0,33.356270059196774,1.2599979527294636e-05
4.0,10.0,20.0,9.0,31.014485544238262,1.750001683831215e-05
4.0,10.0,25.0,0.0,37.140024046816784,1.6900012269616127e-05
